id	source	pmid	pmcid	doi	title	authorString	journalTitle	issue	journalVolume	pubYear	journalIssn	pubType	isOpenAccess	inEPMC	inPMC	hasPDF	hasBook	hasSuppl	citedByCount	hasReferences	hasTextMinedTerms	hasDbCrossReferences	hasLabsLinks	hasTMAccessionNumbers	firstIndexDate	firstPublicationDate	pageInfo
17222717	MED	17222717	NA	10.1016/j.mri.2006.08.016	Performance of interventions with manipulator-driven real-time MR guidance: implementation and initial in vitro tests.	Christoforou E, Akbudak E, Ozcan A, Karanikolas M, Tsekos NV.	Magn Reson Imaging	1	25	2007	0730-725x; 1873-5894; 	journal article; research support, n.i.h., extramural	N	N	N	N	N	N	19	Y	Y	N	N	N	2008-01-29	2006-11-07	69-77
CN1685782	PAT	NA	NA	NA	Black clay tuber crop ditch soil loosening mechine	LI SHANWEN.	NA	NA	NA	2005	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2010-10-07	2005-04-18	NA
18156249	MED	18156249	PMC2151170	10.1136/bmj.39419.431944.ad	Life after retirement.	Froggatt P.	BMJ	7633	335	2007	0959-8138; 1756-1833; 	other; journal article	N	Y	N	Y	N	N	0	N	Y	N	N	N	2010-08-10	2007-12-01	1323-1324
26846841	MED	26846841	PMC4741060	10.1186/s12859-016-0904-1	GenAp: a distributed SQL interface for genomic data.	Kozanitis C, Patterson DA.	BMC Bioinformatics	NA	17	2016	1471-2105	research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	N	3	Y	Y	N	Y	N	2016-02-06	2016-02-04	63
FR2829668	PAT	NA	NA	NA	 	GELIN MICHEL.	NA	NA	NA	2003	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2005-11-25	2001-10-11	NA
27152200	MED	27152200	PMC4857280	10.1186/s40673-016-0049-z	The prominent role of the cerebellum in the learning, origin and advancement of culture.	Vandervert L.	Cerebellum Ataxias	NA	3	2016	2053-8871	research-article; journal article	Y	Y	N	Y	N	N	4	Y	Y	N	Y	N	2016-05-07	2016-05-05	10
22513982	MED	22513982	PMC3998906	10.1177/1531003512442092	Computer-aided surgery: concepts and applications in vascular surgery.	Kaladji A, Lucas A, Cardon A, Haigron P.	Perspect Vasc Surg Endovasc Ther	1	24	2012	1531-0035; 1521-5768; 	research support, non-u.s. gov't; research-article; review; journal article	N	Y	Y	N	N	N	5	Y	Y	N	Y	N	2012-04-20	2012-03-01	23-27
28817593	MED	28817593	PMC5560718	10.1371/journal.pone.0182502	A systematic review of context bias in invasion biology.	Warren RJ, King JR, Tarsa C, Haas B, Henderson J.	PLoS One	8	12	2017	1932-6203	meta-analysis; research-article; review; journal article	Y	Y	N	Y	N	Y	5	Y	Y	N	Y	N	2017-08-18	2017-08-17	e0182502
22229111	MED	22229111	PMC3251009	10.1109/iros.2011.6094935	State Estimation and Feedforward Tremor Suppression for a Handheld Micromanipulator with a Kalman Filter.	Becker BC, Maclachlan RA, Riviere CN.	Rep U S	NA	2011	2011	2153-0858; 2153-0866; 	research-article; journal article	N	Y	N	Y	N	N	1	Y	Y	N	N	N	2012-01-10	2011-09-01	5160-5165
32494463	MED	32494463	PMC7252924	10.19102/icrm.2017.080806	The Amigo™ Remote Catheter System: From Concept to Bedside.	Shaikh ZA, Eilenberg MF, Cohen TJ.	J Innov Card Rhythm Manag	8	8	2017	2156-3977; 2156-3993; 	discussion; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	Y	2020-06-05	2017-08-15	2795-2802
FR2829667	PAT	NA	NA	NA	 	GELIN MICHEL.	NA	NA	NA	2003	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2005-11-25	2001-09-14	NA
30024216	MED	30024216	PMC6172152	10.1037/amp0000204	Racial/ethnic discrimination and well-being during adolescence: A meta-analytic review.	Benner AD, Wang Y, Shen Y, Boyle AE, Polk R, Cheng YP.	Am Psychol	7	73	2018	0003-066x; 1935-990x; 	meta-analysis; research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	Y	17	Y	Y	N	Y	N	2018-07-20	2018-07-19	855-883
16538515	MED	16538515	NA	10.1007/s00345-006-0070-6	Equipment and technology in surgical robotics.	Sim HG, Yip SK, Cheng CW.	World J Urol	2	24	2006	0724-4983; 1433-8726; 	review; journal article	N	N	N	N	N	N	13	Y	N	N	Y	N	2008-01-29	2006-03-15	128-135
30215031	MED	30215031	PMC6130444	10.1162/netn_a_00041	Putting the "dynamic" back into dynamic functional connectivity.	Heitmann S, Breakspear M.	Netw Neurosci	2	2	2018	2472-1751	research-article; journal article	Y	Y	N	Y	N	Y	3	Y	Y	N	Y	N	2018-09-15	2018-06-01	150-174
16383523	MED	16383523	NA	10.1103/physreve.72.046218	Approach to predictability via anticipated synchronization.	Ciszak M, Gutiérrez JM, Cofiño AS, Mirasso C, Toral R, Pesquera L, Ortín S.	Phys Rev E Stat Nonlin Soft Matter Phys	4 pt 2	72	2005	1539-3755; 1550-2376; 	journal article	N	N	N	N	N	N	6	Y	N	N	N	N	2008-01-29	2005-10-25	046218
WO2005002333	PAT	NA	NA	NA	INDEPENDENT DEVICE FOR THE RELIABLE ELIMINATION OF PARASITES	BECHEVET Bernard, DURET Denis.	NA	NA	NA	2005	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2006-02-20	2004-06-10	NA
PMC7123082	PMC	NA	PMC7123082	NA	Adventure Tourism in the Canadian Arctic	Huddart D, Stott T.	Adventure TourismEnvironmental Impacts and Management	NA	NA	2019	NA	chapter-article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-04-12	2019-10-26	141-181
32625102	MED	32625102	PMC7314985	10.3389/fphys.2020.00429	Chemical Perturbation of Chloroplast-Related Processes Affects Circadian Rhythms of Gene Expression in Arabidopsis: Salicylic Acid Application Can Entrain the Clock.	Philippou K, Davis AM, Davis SJ, Sánchez-Villarreal A.	Front Physiol	NA	11	2020	1664-042x	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2020-07-06	2020-06-18	429
27005630	MED	27005630	PMC4813924	10.3390/s16030349	A New, Scalable and Low Cost Multi-Channel Monitoring System for Polymer Electrolyte Fuel Cells.	Calderón AJ, González I, Calderón M, Segura F, Andújar JM.	Sensors (Basel)	3	16	2016	1424-8220	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	4	Y	Y	N	N	N	2016-03-24	2016-03-09	NA
23316158	MED	23316158	PMC3539731	10.3389/fninf.2012.00031	Increasing quality and managing complexity in neuroinformatics software development with continuous integration.	Zaytsev YV, Morrison A.	Front Neuroinform	NA	6	2012	1662-5196	research-article; journal article	Y	Y	Y	Y	N	N	3	Y	Y	N	Y	N	2013-01-18	2012-01-01	31
US7087049	PAT	NA	NA	NA	Repositioning and reorientation of master/slave relationship in minimally invasive telesurgery	NOWLIN WILLIAM C, GUTHART GARY S, SALISBURY J. KENNETH, NIEMEYER GUNTER D, SALISBURY JR. J. KENNETH.	NA	NA	NA	2006	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2007-08-26	2002-01-15	NA
US2002128552	PAT	NA	NA	NA	Repositioning and reorientation of master/slave relationship in minimally  invasive telesurgery	NOWLIN WILLIAM C, GUTHART GARY S, SALISBURY J KENNETH, NIEMEYER GUNTER D.	NA	NA	NA	2002	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2005-11-25	2002-01-15	NA
US2004050025	PAT	NA	NA	NA	Braking system for an agricultural vehicle	VANDENDRIESSCHE JEAN-PIERRE, DENEIR STEPHAN P.G, DE LATHAUWER TOM A, ROGIERS WILLY F, DENEIR STEPHAN P. G.	NA	NA	NA	2004	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2007-08-27	2003-05-30	NA
24293942	MED	24293942	PMC3485460	10.1007/s12663-012-0363-9	Evolution and trends in reconstructive facial surgery: an update.	Akadiri OA.	J Maxillofac Oral Surg	4	11	2012	0972-8279; 0974-942x; 	research-article; journal article	N	Y	Y	Y	N	N	2	Y	Y	N	N	N	2013-12-03	2012-05-13	466-472
23496940	MED	23496940	PMC3610246	10.1186/1475-925x-12-21	Telepointer technology in telemedicine: a review.	Abdul Karim R, Zakaria NF, Zulkifley MA, Mustafa MM, Sagap I, Md Latar NH.	Biomed Eng Online	NA	12	2013	1475-925x	review-article; review; journal article	Y	Y	Y	Y	N	N	2	Y	Y	N	Y	N	2013-03-21	2013-03-09	21
US2001053957	PAT	NA	NA	NA	Apparatus and method for providing sequence database comparison	BLAIR DOUGLAS M, GREFENSTETTE JOHN J, NASH H HADON, NEWFIELD DALE I, LUCIEN DUSTIN M.	NA	NA	NA	2001	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2005-11-25	2001-06-14	NA
32859036	MED	32859036	PMC7506588	10.3390/s20174828	Security in IoMT Communications: A Survey.	Koutras D, Stergiopoulos G, Dasaklis T, Kotzanikolaou P, Glynos D, Douligeris C.	Sensors (Basel)	17	20	2020	1424-8220	review-article; review; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-08-29	2020-08-26	NA
12366302	MED	12366302	NA	10.1103/physreve.66.037202	Lag times and parameter mismatches in synchronization of unidirectionally coupled chaotic external cavity semiconductor lasers.	Shahverdiev EM, Sivaprakasam S, Shore KA.	Phys Rev E Stat Nonlin Soft Matter Phys	3 pt 2b	66	2002	1539-3755; 1550-2376; 	journal article	N	N	N	N	N	N	4	Y	Y	N	N	N	2008-01-29	2002-09-27	037202
12611223	MED	12611223	NA	NA	[New master arm for transurethral resection with a robot].	Sánchez de Badajoz E, Jiménez Garrido A, García Vacas F, Muñoz Martínez VF, Gómez de Gabriel J, Fernández Lozano J, García Cerezo A.	Arch Esp Urol	10	55	2002	0004-0614; 1576-8260; 	journal article; english abstract	N	N	N	N	N	N	3	N	Y	N	N	N	2008-01-29	2002-12-01	1247-1250
25200005	MED	25200005	PMC4158331	10.1038/srep06301	A universal electromagnetic energy conversion adapter based on a metamaterial absorber.	Xie Y, Fan X, Wilson JD, Simons RN, Chen Y, Xiao JQ.	Sci Rep	NA	4	2014	2045-2322	research-article; research support, u.s. gov't, non-p.h.s.; journal article	Y	Y	Y	Y	N	Y	3	Y	Y	N	Y	N	2014-09-10	2014-09-09	6301
28730671	MED	28730671	PMC5655784	10.1111/jep.12788	Many faces of rationality: Implications of the great rationality debate for clinical decision-making.	Djulbegovic B, Elqayam S.	J Eval Clin Pract	5	23	2017	1356-1294; 1365-2753; 	research-article; journal article	Y	Y	N	Y	N	N	13	Y	Y	N	Y	N	2017-07-21	2017-07-20	915-922
24092257	MED	24092257	PMC3976462	10.1007/s10237-013-0532-x	Simulation of long-term fatigue damage in bioprosthetic heart valves: effects of leaflet and stent elastic properties.	Martin C, Sun W.	Biomech Model Mechanobiol	4	13	2014	1617-7959; 1617-7940; 	research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	21	Y	Y	N	N	N	2013-10-05	2013-10-04	759-770
EP1366652	PAT	NA	NA	NA	Braking System for an Agricultural Vehicle.	Vandendriessche Jean-Pierre, De Lathauwer Tom, Rogiers Willy F., Deneir Stephan P.G..	NA	NA	NA	2003	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2006-02-20	2003-05-28	NA
US7178884	PAT	NA	NA	NA	Braking system for an agricultural vehicle	VANDENDRIESSCHE JEAN-PIERRE, DENEIR STEPHAN P.G, DE LATHAUWER TOM A, ROGIERS WILLY F, DENEIR STEPHAN P. G.	NA	NA	NA	2007	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2007-08-27	2003-05-30	NA
12665097	MED	12665097	NA	10.1364/ao.42.001667	Coherent coupling of vertical-cavity surface-emitting laser arrays and efficient beam combining by diffractive optical elements: concept and experimental verification.	Hergenhan G, Lücke B, Brauch U.	Appl Opt	9	42	2003	1559-128x; 1539-4522; 	journal article	N	N	N	N	N	N	6	Y	Y	N	Y	N	2008-01-29	2003-03-01	1667-1680
25436650	MED	25436650	PMC4299022	10.3390/s141222447	RESTful M2M gateway for remote wireless monitoring for district central heating networks.	Cheng B, Wei Z.	Sensors (Basel)	12	14	2014	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2014-12-02	2014-11-27	22447-22470
29672638	MED	29672638	PMC5908166	10.1371/journal.pone.0196074	The relation between bystanders' behavioral reactivity to distress and later helping behavior during a violent conflict in virtual reality.	Hortensius R, Neyret S, Slater M, de Gelder B.	PLoS One	4	13	2018	1932-6203	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	2	Y	Y	N	Y	N	2018-04-20	2018-04-19	e0196074
PMC7123812	PMC	NA	PMC7123812	NA	Holistic Integrative Medicine	Wang N, Fan D, Wang N.	Integrative Ophthalmology	NA	3	2019	NA	chapter-article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-04-12	2019-04-26	3-14
16127926	MED	16127926	NA	10.1364/ol.30.002110	100 W, single-frequency operation of an injection-locked Nd:YAG laser.	Takeno K, Ozeki T, Moriwaki S, Mio N.	Opt Lett	16	30	2005	0146-9592; 1539-4794; 	journal article	N	N	N	N	N	N	7	Y	N	N	N	N	2008-01-29	2005-08-01	2110-2112
17946425	MED	17946425	NA	10.1109/iembs.2006.260292	Multi-sensory force/deformation cues for stiffness characterization in soft-tissue palpation.	Tavakoli M, Aziminejad A, Patel RV, Moallem M.	Conf Proc IEEE Eng Med Biol Soc	NA	2006	2006	1557-170x	research support, non-u.s. gov't; journal article	N	N	N	N	N	N	3	N	Y	N	N	N	2008-03-20	2006-01-01	837-840
17946205	MED	17946205	NA	10.1109/iembs.2006.260672	Tool/tissue interaction feedback modalities in robot-assisted lump localization.	Tavakoli M, Aziminejad A, Patel RV, Moallem M.	Conf Proc IEEE Eng Med Biol Soc	NA	2006	2006	1557-170x	research support, non-u.s. gov't; journal article	N	N	N	N	N	N	1	N	Y	N	N	N	2008-03-13	2006-01-01	3854-3857
16907177	MED	16907177	NA	10.1103/physreve.74.016207	Dynamics of bound states of same-chirality spiral waves.	Zemlin CW, Mukund K, Biktashev VN, Pertsov AM.	Phys Rev E Stat Nonlin Soft Matter Phys	1 pt 2	74	2006	1539-3755; 1550-2376; 	research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	N	N	N	N	N	N	1	Y	N	N	N	N	2008-01-29	2006-07-18	016207
30930471	MED	30930471	PMC6407834	10.1007/s11340-017-0296-9	Experimental and Numerical Analysis of Initial Plasticity in P91 Steel Small Punch Creep Samples.	Cortellino F, Rouse JP, Cacciapuoti B, Sun W, Hyde TH.	Exp Mech	8	57	2017	0014-4851; 1741-2765; 	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2019-04-02	2017-05-19	1193-1212
25082539	MED	25082539	PMC4120147	10.1186/1471-2105-15-s8-s1	Multicore and GPU algorithms for Nussinov RNA folding.	Li J, Ranka S, Sahni S.	BMC Bioinformatics	NA	15 Suppl 8	2014	1471-2105	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	Y	Y	N	N	5	Y	Y	N	Y	N	2014-08-02	2014-07-14	S1
25999722	MED	25999722	PMC4437603	10.2147/ndt.s62289	The cortisol awakening response and major depression: examining the evidence.	Dedovic K, Ngiam J.	Neuropsychiatr Dis Treat	NA	11	2015	1176-6328; 1178-2021; 	review-article; review; journal article	Y	Y	N	Y	N	N	34	Y	Y	N	Y	N	2015-05-23	2015-05-14	1181-1189
23719922	MED	23719922	PMC3705977	10.1115/1.4024286	Development of a mechatronic platform and validation of methods for estimating ankle stiffness during the stance phase of walking.	Rouse EJ, Hargrove LJ, Perreault EJ, Peshkin MA, Kuiken TA.	J Biomech Eng	8	135	2013	0148-0731; 1528-8951; 	research-article; validation studies; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	N	Y	Y	Y	N	N	10	Y	Y	N	N	N	2013-05-31	2013-08-01	81009
15322785	MED	15322785	PMC2827037	10.1007/s00221-004-2004-0	Is the thumb a fifth finger? A study of digit interaction during force production tasks.	Olafsdottir H, Zatsiorsky VM, Latash ML.	Exp Brain Res	2	160	2005	0014-4819; 1432-1106; 	research support, u.s. gov't, p.h.s.; research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	21	Y	Y	N	Y	N	2010-09-21	2004-08-18	203-213
29065568	MED	29065568	PMC5415866	10.1155/2017/1425102	Handling Data Skew in MapReduce Cluster by Using Partition Tuning.	Gao Y, Zhou Y, Zhou B, Shi L, Zhang J.	J Healthc Eng	NA	2017	2017	2040-2295; 2040-2309; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	2	Y	Y	N	N	N	2017-10-25	2017-03-29	1425102
US2003050649	PAT	NA	NA	NA	Surgical instrument	BROCK DAVID L, LEE WOOJIN.	NA	NA	NA	2003	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2005-11-25	2001-11-16	NA
25561994	MED	25561994	PMC4280420	10.5114/wiitm.2014.45494	Beginning robotic assisted colorectal surgery - it's harder than it looks!	Zawadzki M, Rząca M, Czarnecki R, Obuszko Z, Jacyna K, Stewart L, Witkiewicz W.	Wideochir Inne Tech Maloinwazyjne	4	9	2014	1895-4588; 2299-0054; 	research-article; journal article	Y	Y	N	Y	N	N	3	Y	Y	N	N	N	2015-01-07	2014-09-23	562-568
US6949106	PAT	NA	NA	NA	Surgical instrument	BROCK DAVID L, LEE WOOJIN.	NA	NA	NA	2005	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2007-08-26	2001-11-16	NA
22649565	MED	22649565	PMC3359304	10.1371/journal.pone.0037918	Field and laboratory studies provide insights into the meaning of day-time activity in a subterranean rodent (Ctenomys aff. knighti), the tuco-tuco.	Tomotani BM, Flores DE, Tachinardi P, Paliza JD, Oda GA, Valentinuzzi VS.	PLoS One	5	7	2012	1932-6203	research support, non-u.s. gov't; research-article; journal article	Y	Y	Y	Y	N	Y	18	Y	Y	N	Y	N	2012-06-02	2012-05-23	e37918
15572062	MED	15572062	NA	10.1016/j.jtbi.2004.08.018	Splitting the dynamics of large biochemical interaction networks.	Pécou E.	J Theor Biol	3	232	2005	0022-5193; 1095-8541; 	journal article	N	N	N	N	N	N	6	Y	N	N	N	N	2008-12-23	2005-02-01	375-384
15272797	MED	15272797	NA	10.1016/s0019-0578(07)60159-1	Electronic cam motion generation with special reference to constrained velocity, acceleration, and jerk.	Liao CS, Jeng SL, Chieng WH.	ISA Trans	3	43	2004	0019-0578; 1879-2022; 	journal article	N	N	N	N	N	N	0	Y	N	N	N	N	2008-01-29	2004-07-01	427-443
25977733	MED	25977733	PMC4426998	10.1016/j.jocs.2015.02.002	A Multiscale Computational Framework to Understand Vascular Adaptation.	Garbey M, Rahman M, Berceli SA.	J Comput Sci	NA	8	2015	1877-7503	research-article; journal article	N	Y	N	Y	N	Y	9	Y	Y	N	N	N	2015-05-16	2015-05-01	32-47
EP1312913	PAT	NA	NA	NA	Automatable measuring, cleaning and/or calibration device for pH or redox-potential electrodes and a method for operating such a device	Wittmer Detlev Dr., Götz Berthold, Gunzert Michael.	NA	NA	NA	2003	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2006-02-20	2002-10-23	NA
28669402	MED	28669402	PMC5501866	10.1016/j.ajhg.2017.05.017	SEQSpark: A Complete Analysis Tool for Large-Scale Rare Variant Association Studies Using Whole-Genome and Exome Sequence Data.	Zhang D, Zhao L, Li B, He Z, Wang GT, Liu DJ, Leal SM.	Am J Hum Genet	1	101	2017	0002-9297; 1537-6605; 	brief-report; journal article	N	Y	N	Y	N	N	3	Y	Y	N	Y	Y	2017-07-03	2017-06-29	115-122
26122518	MED	26122518	PMC4607603	10.1007/s13361-015-1201-3	The SEQUEST family tree.	Tabb DL.	J Am Soc Mass Spectrom	11	26	2015	1044-0305; 1879-1123; 	research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	9	Y	Y	N	Y	N	2015-07-01	2015-06-30	1814-1819
20577055	MED	20577055	PMC2898616	10.1172/jci43632	Location, location, location: important for jet-lagged circadian loops.	Harrington M.	J Clin Invest	7	120	2010	0021-9738; 1558-8238; 	article-commentary; comment; review; journal article	N	Y	Y	Y	N	N	16	Y	Y	N	N	N	2010-07-28	2010-06-23	2265-2267
11461226	MED	11461226	NA	10.1103/physreve.64.011108	Master-slave synchronization in chaotic discrete-time oscillators.	Schwarz J, Klotz A, Bräuer K, Stevens A.	Phys Rev E Stat Nonlin Soft Matter Phys	1 pt 1	64	2001	1539-3755; 1550-2376; 	journal article	N	N	N	N	N	N	0	Y	Y	N	N	N	2008-01-29	2001-06-20	011108
19750159	MED	19750159	PMC2730095	NA	Slaves to medicine.	Nash DB.	P T	4	33	2008	1052-1372	editorial; journal article	N	Y	Y	Y	N	N	0	N	Y	N	N	N	2009-12-25	2008-04-01	193-247
WO2005021087	PAT	NA	NA	NA	ULTRALIGHT PRE-PROGRAMMED MICROPROCESSOR BASED ELECTROTHERAPY TECHNOLOGY	LATHROP Peter.	NA	NA	NA	2005	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2006-02-20	2004-08-30	NA
28772522	MED	28772522	PMC5459140	10.3390/ma10020155	Fretting Fatigue with Cylindrical-On-Flat Contact: Crack Nucleation, Crack Path and Fatigue Life.	Noraphaiphipaksa N, Manonukul A, Kanchanomai C.	Materials (Basel)	2	10	2017	1996-1944	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2017-08-04	2017-02-10	NA
20160925	MED	20160925	PMC2761682	10.1002/cmr.b.20134	Magnetic Resonance Imaging with Composite (Dual) Gradients.	Parker DL, Goodrich KC, Hadley JR, Kim SE, Moon SM, Chronik BA, Fontius U, Schmitt F.	Concepts Magn Reson Part B Magn Reson Eng	2	35	2009	1552-5031; 1552-504x; 	research-article; journal article	N	Y	N	Y	N	N	4	Y	Y	N	Y	N	2010-02-18	2009-04-01	89-97
21715387	MED	21715387	PMC3125803	10.1093/nar/gkr441	FFAS server: novel features and applications.	Jaroszewski L, Li Z, Cai XH, Weber C, Godzik A.	Nucleic Acids Res	web server issue	39	2011	0305-1048; 1362-4962; 	research-article; journal article; research support, n.i.h., extramural	Y	Y	Y	Y	N	N	78	Y	Y	N	N	N	2011-07-08	2011-07-01	W38-44
16035879	MED	16035879	NA	10.1063/1.1883866	Spiking dynamics of interacting oscillatory neurons.	Kazantsev VB, Nekorkin VI, Binczak S, Jacquir S, Bilbault JM.	Chaos	2	15	2005	1054-1500; 1089-7682; 	research support, non-u.s. gov't; journal article	N	N	N	N	N	N	6	Y	Y	N	N	N	2008-01-29	2005-06-01	23103
22244148	MED	22244148	PMC3293003	10.1186/1747-5341-7-6	Recognition rights, mental health consumers and reconstructive cultural semantics.	Radden JH.	Philos Ethics Humanit Med	NA	7	2012	1747-5341	research-article; journal article	Y	Y	Y	Y	N	N	3	Y	Y	N	Y	N	2012-01-17	2012-01-13	6
US6786896	PAT	NA	NA	NA	Robotic apparatus	MADHANI AKHIL JITEN, SALISBURY J. KENNETH, NIEMEYER GUNTER D.	NA	NA	NA	2004	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2007-08-24	2000-07-17	NA
23428612	MED	23428612	PMC3925346	10.1109/tbme.2013.2247603	A wideband dual-antenna receiver for wireless recording from animals behaving in large arenas.	Lee SB, Yin M, Manns JR, Ghovanloo M.	IEEE Trans Biomed Eng	7	60	2013	0018-9294; 1558-2531; 	research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	N	Y	Y	Y	N	N	13	Y	Y	N	Y	N	2013-02-25	2013-02-15	1993-2004
25941512	MED	25941512	PMC4403521	10.3389/fneur.2015.00080	Circadian Clock Dysfunction and Psychiatric Disease: Could Fruit Flies have a Say?	Zordan MA, Sandrelli F.	Front Neurol	NA	6	2015	1664-2295	review-article; review; journal article	Y	Y	N	Y	N	N	3	Y	Y	N	Y	N	2015-05-05	2015-04-20	80
DE19963037	PAT	NA	NA	NA	Hydraulic drive for master-slave system for strong magnetic fields, e.g.  MRI, has slave cylinder connected to pressure medium source, with parts in magnetic  field made of materials suitable for MRI	BALTSCHUN HORST.	NA	NA	NA	2001	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2005-11-25	1999-12-24	NA
24328032	MED	24328032	PMC3847961	10.1155/2013/856325	DeGNServer: deciphering genome-scale gene networks through high performance reverse engineering analysis.	Li J, Wei H, Zhao PX.	Biomed Res Int	NA	2013	2013	2314-6133; 2314-6141; 	research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article	Y	Y	Y	Y	N	N	14	Y	Y	N	Y	Y	2013-12-12	2013-11-17	856325
EP1667766	PAT	NA	NA	NA	ULTRALIGHT PRE-PROGRAMMED MICROPROCESSOR BASED ELECTROTHERAPY TECHNOLOGY	LATHROP Peter.	NA	NA	NA	2006	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2006-12-14	2004-08-30	NA
WO0060421	PAT	NA	NA	NA	ALIGNMENT OF MASTER AND SLAVE IN A MINIMALLY INVASIVE SURGICAL APPARATUS	NIEMEYER Gunter D., NOWLIN William C., GUTHART Gary S..	NA	NA	NA	2000	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2006-02-20	2000-03-29	NA
WO02065933	PAT	NA	NA	NA	SURGICAL MASTER/SLAVE SYSTEM	BROCK David L., LEE Woojin.	NA	NA	NA	2002	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2006-02-20	2002-02-15	NA
28630564	MED	28630564	PMC5463108	10.1155/2017/2712453	CathROB: A Highly Compact and Versatile Remote Catheter Navigation System.	Cercenelli L, Bortolani B, Marcelli E.	Appl Bionics Biomech	NA	2017	2017	1176-2322; 1754-2103; 	research-article; journal article	Y	Y	N	Y	N	Y	2	Y	Y	N	Y	N	2017-06-20	2017-05-25	2712453
12577896	MED	12577896	NA	10.1016/s0273-1177(02)00657-9	An alternative approach to solar system exploration providing safety of human mission to Mars.	Gitelson JI, Bartsev SI, Mezhevikin VV, Okhonin VA.	Adv Space Res	1	31	2003	0273-1177; 1879-1948; 	journal article	N	N	N	N	N	N	0	Y	Y	N	N	N	2008-01-29	2003-01-01	17-24
10773995	MED	10773995	NA	NA	[Surgery using master-slave manipulators and telementoring].	Furukawa T, Wakabayashi G, Ozawa S, Watanabe M, Ohgami M, Kitagawa Y, Ishii S, Arisawa Y, Ohmori T, Nohga K, Kitajima M.	Nihon Geka Gakkai Zasshi	3	101	2000	0301-4894; 1880-1129; 	journal article; english abstract	N	N	N	N	N	N	0	N	Y	N	N	N	2008-01-29	2000-03-01	293-298
32021650	MED	32021650	PMC6999662	10.1080/17538947.2017.1304586	Automatic sub-pixel co-registration of Landsat-8 OLI and Sentinel-2A MSI images using phase correlation and machine learning based mapping.	Skakun S, Roger JC, Vermote EF, Masek JG, Justice CO.	Int J Digit Earth	iss 12	Volume 10	2017	1753-8947; 1753-8955; 	research-article; journal article	N	Y	N	Y	N	N	1	Y	Y	N	N	N	2020-02-07	2017-03-01	1253-1269
20543431	MED	20543431	PMC2938713	NA	Grid-wide neuroimaging data federation in the context of the NeuroLOG project.	Michel F, Gaignard A, Ahmad F, Barillot C, Batrancourt B, Dojat M, Gibaud B, Girard P, Godard D, Kassel G, Lingrand D, Malandain G, Montagnat J, Pélégrini-Issac M, Pennec X, Rojas Balderrama J, Wali B.	Stud Health Technol Inform	NA	159	2010	0926-9630; 1879-8365; 	research support, non-u.s. gov't; research-article; journal article	N	Y	Y	N	N	N	3	Y	Y	N	Y	N	2010-10-07	2010-01-01	112-123
